2024-06-29 15:00:27 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 21484
2024-06-29 15:00:27 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-06-29 15:00:27 0 [Note] InnoDB: Uses event mutexes
2024-06-29 15:00:27 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-06-29 15:00:27 0 [Note] InnoDB: Number of pools: 1
2024-06-29 15:00:27 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=434] log sequence number 663790 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 663829 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 663829 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 663868 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=407] log sequence number 663868 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 663907 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=348] log sequence number 663907 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 663946 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=369] log sequence number 663946 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 663985 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=338] log sequence number 663985 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 664024 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=331] log sequence number 664024 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 664079 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=352] log sequence number 664079 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 664118 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
